category,localite,piece,chambres,area,price,monthly,description,Diagnostic de performance énergétique(kWhEP/m².an),Indice d'émission de gaz à effet de serre(kgeqCO2/m².an),plus,type
Appartement,"Quartier <!-- -->Saint Nicolas<!-- -->, <!-- -->Le Plessis-Bouchard",4 pièces,77.07 m²,4 pièces,220 000 €,916 €,"style=""max-height: 66px;""><p>LE PLESSIS BOUCHARD Résidence du Clos Saint Georges, beau F4 de 78m² exposé plein Sud comprenant: entrée avec placard, cuisine, séjour double de 31m² avec accès balcon, deux belles chambres avec rangement, salle de bains, WC séparés, cave et parking privé. Double vitrage, électricité, porte blindée et pièce d'eau rénovés ! Copropriété de 392 lots. Charges annuelles de 2640 euros. Aucune procédure en cours. Copropriété de 392 lots (Pas de procédure en cours). Charges annuelles: 2640.00 euros.</p><butto",223.0,51.0,"['Cave', '1 Balcon', 'Gardien', 'Surface de 78m²', 'Bâtiment de 4 étages', '4 Pièces', '2 Chambres', 'Année de construction 1968', 'Au 2ème étage', '1 Salle de bain', '1 Toilette', 'Rangements', 'Chauffage gaz collectif mixte', 'Cuisine équipée', 'Une entrée', 'Salle de séjour : 31,08m²', '1 Parking', 'Interphone']",Acheter
Maison / Villa,Mesnil-Domqueur,10 pièces,185 m²,5 pièces,199 000 €,829 €,"style=""max-height: 66px;""><p>Vous recherchez une maison de campagne pour y installer votre famille ? Cette spacieuse maison saura vous séduire ! Le rez-de-chaussée est composé d'un double séjour avec cuisine ouverte, 2 chambres et une salle d'eau. A l'étage vous trouverez 4 chambres, une salle de bain et de nombreux rangements. Venez découvrir ce bien atypique.. Brice 0630549149 - 853 600 773 RSAC Amiens.</p><butto",175.0,26.0,"['Orientation Sud-Est', 'Cave', 'Surface de 186m²', '8 Pièces', '6 Chambres', 'Année de construction 1800', '1 Salle de bain', ""1 Salle d'eau"", '1 Toilette', 'Rangements', 'Chauffage individuel fuel radiateur', 'Cuisine équipée', 'Salle de séjour', 'Terrain de 1338m²', 'Orientation Est']",Acheter
Maison / Villa,Bourgoin-Jallieu,5 pièces,118 m²,6 pièces,285 000 €,1 174 €,"style=""max-height: 66px;""><p>Maison récente (2012) située sur St Savin, avec une pièce de vie de 40 m² très lumineuse ouvrant sur la terrasse et cuisine équipée. A l'étage, vous trouverez trois chambres dont une suite parentale avec dressing et salle d'eau, ainsi qu'une salle de bains avec douche et baignoire. Le terrain de 600 m² est arboré judicieusement et sans vis à vis, piscine hors sol et abris de 13 m². Le garage a été transformé en salle de jeux avec baie vitrée. Volets roulants électriques, vmc double flux, pompe à chaleur, et poêle pour un confort douillet. Buanderie, 2 WC suspendus, rangements. Contactez votre conseiller Thierry FOSSE RSAC: 433674942.</p><butto",205.0,8.0,"['1 Terrasse', 'Piscine', 'Surface de 115m²', 'Bâtiment de 2 étages', '5 Pièces', '3 Chambres', 'Année de construction 2012', '1 Salle de bain', ""1 Salle d'eau"", '2 Toilettes', 'Rangements', 'Chauffage individuel électrique', 'Cuisine américaine équipée', 'Terrain de 600m²']",Acheter
Appartement,"Quartier <!-- -->Europe-Poirier du Roi Montedour<!-- -->, <!-- -->Franconville",5 pièces,102 m²,4 pièces,269 000 €,1 118 €,"style=""max-height: 66px;""><p>Dans la résidence'Le Gros Saule'magnifique appartement de type F5 de plus de 105m² entièrement refait à neuf (électricité, plomberie, sols, murs, cuisine, salle de bains, double vitrage, etc..) comprenant: entrée, pièce de vie de 38m² avec cuisine américaine intégralement aménagée et équipée, dégagement avec placards, 4 chambres, salle de bains, buanderie et WC séparée. Cave et parking sous-sol. Prestations très haut de gamme pour cet appartement rénové avec goût et modernité. A 5 min des écoles, des commerces et 10 min à pied de la gare de Franconville/Le Plessis Bouchard (RER C, ligne H (gare du Nord) et Ligne J (St Lazare) via Ermont/Eaubonne). Coup de coeur assuré !! Dont 3.86 % honoraires TTC à la charge de l'acquéreur. Copropriété de 584 lots (Pas de procédure en cours). Charges annuelles: 3612.00 euros.</p><butto",152.0,45.0,"['Cave', 'Gardien', 'Ascenseur', 'Surface de 105m²', 'Bâtiment de 5 étages', '5 Pièces', '4 Chambres', 'Année de construction 1975', 'Au 4ème étage', 'Adapté PMR', '1 Salle de bain', '1 Toilette', 'Rangements', 'Chauffage central', 'Cuisine américaine équipée', 'Une entrée', 'Salle de séjour : 38m²', '1 Parking', 'Interphone', 'Digicode']",Acheter
Appartement,"Quartier <!-- -->Hoche-Friedland<!-- -->, <!-- -->Paris 8ème",1 pièce,32 m²,2 pièces,470 000 €,1 946 €,"style=""max-height: 66px;""><p>Paris 8 - Élysées- Dans un immeuble moderne et sécurisé par un digicode, un appartement sur cour meublé et proche de tous commerces et transports. Appartement au 4ème étage avec ascenseur. Il comprend une grande pièce à vivre avec une cuisine semi ouverte entièrement équipée, une salle d'eau et des toilettes. Placards et mobilier dont un canapé lit, une table basse, un buffet, des chaises et une télévision. Orientation sud ouest. Honoraires de transaction TTC à la charge du vendeur.</p><butto",,,"['Orientation Sud-Ouest', 'Ascenseur', 'Surface de 32m²', 'Bâtiment de 4 étages', '1 Pièce', 'Année de construction 1968', 'Au 6ème étage', '1 Salle de bain', ""1 Salle d'eau"", '1 Toilette', 'Toilette séparée', 'Rangements', 'Cuisine coin cuisine équipé', '1 Parking', 'Digicode', 'Orientation Ouest']",Acheter
Maison / Villa,Saint-Georges-d'Oléron,6 pièces,190 m²,6 pièces,499 100 €,2 066 €,"style=""max-height: 66px;""><p>Au coeur d'un village, à 200 m du marché et à 3 km de l'océan, sur un terrain de 1484 m² environ, CHARMANTE DEMEURE d'une surface habitable de 230 m² comprenant véranda de 32 m², beau séjour de 60 m² avec cuisine aménagée ouverte, buanderie de 4,50 m², bureau de 16 m², 2 chambres de 17 et 22 m² (une avec douche), WC, seconde cuisine aménagée de 16 m², cellier de 12 m² - A l'étage, salle d'eau/WC de 9 m², 4 chambres de 9 à 17 m² (une avec salle d'eau et WC) - Piscine 12 X 7 m - Dépendances: cuisine d'été, local piscine, salle d'eau/WC, cave climatisée, chai de 9 m², bûcher de 18 m² - Belles prestations dont 4.41 % honoraires TTC à la charge de l'acquéreur.</p><butto",184.0,10.0,"['Piscine', 'Cheminée', 'Surface de 230m²', '11 Pièces', '6 Chambres', ""4 Salles d'eau"", '4 Toilettes', 'Cuisine équipée', 'Salle de séjour : 60m²', 'Terrain de 1484m²']",Acheter
Appartement,"Quartier <!-- -->Le Bourg<!-- -->, <!-- -->Bourg-de-Péage",4 pièces,91 m²,5 pièces,168 000 €,701 €,"style=""max-height: 66px;""><p>A vendre, à seulement 5 minutes de Romans sur Isère, appartement en bon état, habitable de suite, d'une surface habitable d'environ 82 m², type 4, comprenant une belle pièce de vie lumineuse sans vis à vis avec accès directe sur une vaste terrasse, une cuisine semi-équipée fermée, une salle d'eau, un WC séparé, deux chambres (possibilité d'en créer une troisième), nombreux rangements. Chauffage au Gaz individuel, volets roulants électriques et fenêtres PVC double vitrage. Ne prenez plus votre voiture pour faire vos courses, les commerces sont à proximité immédiate, un accès rapide à la gare TGV et aux grands axes routiers. Appartement fonctionnel &amp; recherché ! Possibilité d'acquérir un garage au sein de la résidence. A découvrir.. Copropriété de 38 lots (Pas de procédure en cours). Charges annuelles: 915.00 euros.</p><butto",132.0,31.0,"['Cave', '1 Terrasse', 'Ascenseur', 'Surface de 82m²', '4 Pièces', '2 Chambres', 'Année de construction 1985', 'Au 1er étage', ""1 Salle d'eau"", '1 Toilette', 'Rangements', 'Chauffage individuel gaz radiateur', 'Cuisine équipée', 'Salle de séjour : 30m²', 'Interphone', 'Digicode']",Acheter
Appartement,Dompierre-sur-Mer,3 pièces,56.49 m²,2 pièces,183 750 €,766 €,"style=""max-height: 66px;""><p>DOMPIERRE-SUR-MER - Situé au 1er étage d'une résidence de standing, appartement T3 en parfait étt offrant une terrasse de 26m² exposée Sud-Ouest. Il comprend un séjour lumineux, une cuisine US, 2 chambres, une salle de bains avec baignoire et douche, un WC indépendant, un cellier, 2 places de parking extérieures et un local à vélos privatif.</p><butto",,,"['Orientation Sud-Ouest', '1 Terrasse', 'Surface de 58m²', 'Bâtiment de 1 étage', '3 Pièces', '2 Chambres', 'Année de construction 2010', 'Au 1er étage', '1 Salle de bain', '1 Toilette', 'Chauffage électrique', 'Cuisine américaine', 'Salle de séjour : 25m²', '2 Parkings', 'Orientation Ouest']",Acheter
Maison / Villa,"Quartier <!-- -->Mont Valérien<!-- -->, <!-- -->Nanterre",8 pièces,170 m²,6 pièces,799 000 €,3 301 €,"style=""max-height: 66px;""><p>NANTERRE Mont-Valérien- Limite Rueil-Malmaison-</p><p>Maison de 9 pièces sur terrain de 342 m², jardin sur l'avant et sur l'arrière. Elle comprend, entrée, WC et dressing, cuisine équipée, salle à manger sur véranda, salon sur terrasse et véranda. A l'étage, 2 chambres parentales, combles aménagés avec 1 pièce et 1 chambre parentale. En rez-de jardin, un appartement 2 pièces avec cuisine et salle d'eau + WC. 1 chambre, 1 bureau, WC, chaufferie, buanderie, salle d'eau. 1 Garage.</p><p>LES ATOUTS: Situation géographique très recherchée, surface importante, jardin et terrasse sans vis à vis. Proximité, des commerces, écoles maternelle et primaire, transports, complexe sportif. Limitrophe Rueil-Malmaison.</p><butto",186.0,43.0,"['Orientation Sud-Ouest', '1 Terrasse', 'Vue', 'Surface de 180m²', 'Bâtiment de 3 étages', '8 Pièces', '5 Chambres', '2 Salles de bain', ""2 Salles d'eau"", '6 Toilettes', 'Toilette séparée', 'Parquet', 'Chauffage individuel gaz', 'Cuisine séparée équipée', 'Une entrée', 'Salle à manger', 'Salle de séjour : 20m²', 'Terrain de 342m²', '1 Parking', 'Orientation Ouest']",Acheter
Appartement,"Quartier <!-- -->La Balance-Palais des Papes<!-- -->, <!-- -->Avignon",3 pièces,50 m²,3 pièces,213 000 €,887 €,"style=""max-height: 66px;""><p>AVIGNON INTRA MUROS. RÉF. 8866 - A vendre Rue Joseph Vernet, dans immeuble bourgeois, très bel Appartement de type F3 climatisé, avec beaucoup de cachet (parquet en chêne, tomettes, stuc..) comprenant séjour, cuisine, 2 chambres, toilettes, salle d'eau, grand balcon. État irréprochable. Coup de coeur assuré. DPE en cours.</p><butto",,,"['6m² Balcon', 'Surface de 53m²', '3 Pièces', '2 Chambres', 'Année de construction 1800', 'Rez-de-chaussée', ""1 Salle d'eau"", '1 Toilette', 'Parquet', 'Cuisine séparée', 'Salle de séjour : 16m²']",Acheter
Appartement,"Quartier <!-- -->Alouette<!-- -->, <!-- -->Nîmes",3 pièces,70.5 m²,3 pièces,138 000 €,578 €,"style=""max-height: 66px;""><p>Appartement entièrement refait à NEUF de type P3 d'environ 70 m² situé au 7ème étage sur 9 offrant une superbe vue sur Nîmes. Dans une résidence sécurisée et entretenue du quartier Dhuoda Capouchiné, avec ascenseur et portail électrique. L'appartement est composé d'un hall, salon/SAM avec extérieur, cuisine avec loggia, 2 chambres, SDO. Une cave et une place de parking privative. Proches toutes commodités, à voir !! DPE en cours.</p><butto",,,"['Cave', '1 Balcon', 'Vue', 'Ascenseur', 'Surface de 70m²', 'Bâtiment de 9 étages', '3 Pièces', '2 Chambres', 'Au 7ème étage', ""1 Salle d'eau"", '1 Toilette', 'Chauffage gaz', 'Cuisine séparée équipée', 'Salle de séjour : 24m²', '1 Parking']",Acheter
Maison / Villa,"Quartier <!-- -->Peripherie<!-- -->, <!-- -->Aigues-Mortes",8 pièces,230 m²,5 pièces,778 000 €,3 215 €,"style=""max-height: 66px;""><p>Située dans la Marina Port du Roy d'Aigues-Mortes à quelques pas des remparts, vous découvrirez cette maison individuelle de 155 m² avec appontement.</p><p>Elle se compose d'un vaste salon séjour, d'une cuisine ouverte aménagée et équipée, de 3 chambres de plain-pied, d'une salle de bain, de deux WC, et d'une buanderie.</p><p>L'étage comprend une suite parentale avec une belle terrasse et une salle d'eau avec WC.</p><p>Cette marina possède en outre un appontement de 15 m X 5 m, d'une piscine de 4,60 m X 2,30 m et un accès direct à un vaste garage.</p><butto",127.0,5.0,"['1 Terrasse', 'Piscine', 'Surface de 184,23m²', '5 Pièces', '4 Chambres', '1 Salle de bain', ""1 Salle d'eau"", '2 Toilettes', 'Chauffage électrique', 'Cuisine séparée équipée', 'Terrain de 536m²', '2 Parkings', '1 Box', 'Alarme']",Acheter
Maison / Villa,Fontainebleau,9 pièces,250 m²,7 pièces,688 000 €,2 844 €,"style=""max-height: 66px;""><p>Village recherché, charmante maison en pierre composée d'un séjour, une cuisine à l'ancienne indépendante, six chambres dont trois au rez-de-chaussée, deux espaces couchages enfants, salle de bain, salle d'eau. Deux caves, un beau jardin clos de murs d'environ 1.200m², un préau/terrasse d'été. Tomettes et poutres d'origine préservées.</p><butto",,,"['Cave', '1 Terrasse', 'Surface de 202m²', '8 Pièces', '6 Chambres', 'Année de construction 1850', '1 Salle de bain', ""1 Salle d'eau"", '2 Toilettes', 'Chauffage fuel radiateur', 'Cuisine séparée', 'Salle de séjour : 45m²', 'Terrain de 1277m²', 'Alarme']",Acheter
Appartement,"Quartier <!-- -->République-Saint Ambroise<!-- -->, <!-- -->Paris 11ème",1 pièce,5.25 m²,1 pièce,49 320 €,212 €,"style=""max-height: 66px;""><p>ORPI vous propose en exclusivité, une chambre de bonne 6ème et dernier étage avec ascenseur (jusqu'au 5ème), dans un bel immeuble pierre de taille.. La chambre bénéficie des WC et point d'eau commun (très propre) juste en face de sa porte.. Copropriété très bien entretenu avec gardien et calme.. Produit rare. 49320 euros (45000 euros Hors Honoraires) - Honoraires: 9.6 % TTC à la charge de l'acquéreur inclus.</p><butto",,,"['Gardien', 'Ascenseur', 'Surface de 5m²', '1 Pièce', 'Au 6ème étage', '1 Toilette', 'Toilette séparée', 'Calme']",Acheter
Maison / Villa,Neuvy-en-Sullias,5 pièces,147 m²,5 pièces,354 000 €,1 468 €,"style=""max-height: 66px;""><p>EN EXCLUSIVITÉ DANS NOTRE AGENCE ! A vendre sur la commune de NEUVY EN SULLIAS (dans Bourg avec bar-tabac, boulangerie, épicerie, coiffeur, école maternelles, école primaires, collège à Tigy, transports scolaires..) située à 30 mn ORLÉANS SUD. Maison de charmes comprenant une Cuisine aménagée, un salon/salle à manger avec cheminée ouverte, couloir, une salle d'eau avec WC, dégagement, cellier, 3 chambres dont une avec placard, un bureau avec cheminée ouverte, salle d'eau avec WC. Un Local technique indépendant (pompe à chaleur) Pour vous détendre.. Vous pourrez profiter du hammam et de la baignoire balnéo, situés dans la première dépendance de 33 m² environ. Auprès de la piscine, se trouve la seconde dépendance où vous pourrez recevoir vos amis dans la grande pièce principale de 28 m² environ, ainsi que le petit salon de 10 m² environ et une kitchenette. La troisième dépendance comprend un bureau, un garage. Sous-sol avec deux caves dont une tempérée. Vous pourrez profiter de la piscine chauffée et couverte de 12 m X 5 m (avec abri extérieur.) 2 abris de jardin, un cabanon bois Amoureux de la nature, ressourcez vous en vous baladant dans le jardin bucolique, clos et arboré d'une superficie de 14 566 m² (comprenant une partie clairière) Une visite s'impose ! Dont 4.12 % honoraires TTC à la charge de l'acquéreur.</p><butto",,,"['Cheminée', 'Surface de 126m²', '5 Pièces', '3 Chambres', 'Année de construction 1880', ""2 Salles d'eau"", '2 Toilettes', 'Rangements', 'Chauffage individuel', 'Cuisine coin cuisine', 'Salle à manger', 'Terrain de 14566m²']",Acheter
Appartement,"Quartier <!-- -->Le Parterre<!-- -->, <!-- -->Dourdan",5 pièces,105 m²,6 pièces,257 000 €,1 068 €,"style=""max-height: 66px;""><p>DOURDAN AUX PORTES DU PARC ROUILLON. Au coeur d'une résidence calme et sécurisée. Un appartement en duplex au 2ème et dernier étage comprenant: une entrée, un salon séjour lumineux donnant accès à la terrasse par une grande baie vitrée, cuisine équipée, buanderie, salle d'eau avec WC, deux chambres avec placards. À l'étage: une grande pièce palière aménagée en bureau, deux chambres avec nombreux rangements, salle d'eau avec WC. Garage. COMME NEUF. À proximité des commerces, école.</p><butto",,,"['1 Terrasse', 'Surface de 130m²', 'Bâtiment de 2 étages', '5 Pièces', '3 Chambres', 'Année de construction 1970', 'Duplex', 'Au 2ème étage', ""2 Salles d'eau"", '2 Toilettes', 'Rangements', 'Chauffage gaz collectif', 'Cuisine équipée', 'Une entrée', 'Salle de séjour : 30m²', '1 Box', 'Interphone', 'Digicode', 'Calme']",Acheter
